timestamp,age,gender,frequency,categories,personalized_recommendation_frequency,browsing_frequency,product_search_method,search_result_exploration,customer_reviews_importance,add_to_cart,cart_completion_frequency,cart_abandonment_factors,review_left,shopping_satisfaction,service_appreciation,improvement_areas,user_id,date_only
2023-06-06 17:16:58,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,No,2,User-friendly website/app interface,Product quality and accuracy,123,2023-06-06
2023-06-06 18:32:00,38,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,No,2,Product recommendations,Shipping speed and reliability,124,2023-06-06
2023-06-06 18:32:36,23,Male,Few times a month,others,No,Few times a week,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Yes,3,Competitive prices,Reducing packaging waste,125,2023-06-06
2023-06-06 18:33:23,24,Male,Once a week,Clothing and Fashion;others,No,Few times a week,categories,First page,2,No,Often,Found a better price elsewhere,Yes,2,Product recommendations,Customer service responsiveness,126,2023-06-06
2023-06-06 18:34:44,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,First page,2,No,Often,Found a better price elsewhere,Yes,2,Product recommendations,Customer service responsiveness,127,2023-06-06
2023-06-06 18:35:14,26,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,No,1,Wide product selection,Customer service responsiveness,128,2023-06-06
2023-06-06 18:35:33,27,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Filter,First page,3,No,Sometimes,Found a better price elsewhere,Yes,2,Competitive prices,Product quality and accuracy,129,2023-06-06
2023-06-06 18:36:16,29,Prefer not to say,Once a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Yes,1,Competitive prices,Customer service responsiveness,130,2023-06-06
2023-06-06 18:37:19,35,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,No,2,Competitive prices,Reducing packaging waste,131,2023-06-06
2023-06-06 18:37:26,21,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,No,1,Competitive prices,Product quality and accuracy,132,2023-06-06
2023-06-06 18:38:03,36,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,3,Product recommendations,Customer service responsiveness,133,2023-06-06
2023-06-06 18:38:45,44,Female,Few times a month,Beauty and Personal Care,No,Multiple times a day,Filter,First page,2,No,Often,High shipping costs,No,2,Competitive prices,Customer service responsiveness,134,2023-06-06
2023-06-06 18:38:49,32,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,1,User-friendly website/app interface,Customer service responsiveness,135,2023-06-06
2023-06-06 18:39:26,30,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,3,Yes,Always,High shipping costs,Yes,2,Competitive prices,Product quality and accuracy,136,2023-06-06
2023-06-06 18:40:27,36,Others,Less than once a month,others,Sometimes,Rarely,others,First page,5,Maybe,Never,others,No,5,User-friendly website/app interface,Shipping speed and reliability,137,2023-06-06
2023-06-06 18:40:30,25,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,No,1,Wide product selection,Customer service responsiveness,138,2023-06-06
2023-06-06 18:41:11,20,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Yes,1,Wide product selection,Product quality and accuracy,139,2023-06-06
2023-06-06 18:42:00,35,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,No,3,Product recommendations,Product quality and accuracy,140,2023-06-06
2023-06-06 18:42:07,42,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,1,Wide product selection,Product quality and accuracy,141,2023-06-06
2023-06-06 18:43:02,37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,No,1,Product recommendations,Reducing packaging waste,142,2023-06-06
2023-06-06 18:43:32,28,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Yes,1,Wide product selection,Customer service responsiveness,143,2023-06-06
2023-06-06 18:44:04,27,Male,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,categories,First page,2,No,Often,Changed my mind or no longer need the item,No,2,Competitive prices,Customer service responsiveness,144,2023-06-06
2023-06-06 18:44:50,45,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,No,2,Competitive prices,Product quality and accuracy,145,2023-06-06
2023-06-06 18:45:07,35,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,First page,1,Yes,Rarely,High shipping costs,Yes,1,Competitive prices,Shipping speed and reliability,146,2023-06-06
2023-06-06 18:45:33,50,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,First page,3,Yes,Often,Changed my mind or no longer need the item,Yes,2,Competitive prices,Reducing packaging waste,147,2023-06-06
2023-06-06 18:46:14,54,Female,Few times a month,Beauty and Personal Care;others,No,Few times a week,Keyword,First page,3,No,Rarely,Changed my mind or no longer need the item,No,2,Competitive prices,Reducing packaging waste,148,2023-06-06
2023-06-06 18:46:21,29,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Yes,1,Competitive prices,Product quality and accuracy,149,2023-06-06
2023-06-06 18:48:26,63,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,No,2,Competitive prices,Customer service responsiveness,150,2023-06-06
2023-06-06 18:51:13,24,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,No,1,Competitive prices,Product quality and accuracy,151,2023-06-06
2023-06-06 18:57:14,23,Female,Less than once a month,Beauty and Personal Care,No,Rarely,Keyword,Multiple pages,1,Yes,Rarely,High shipping costs,Yes,1,Wide product selection,Shipping speed and reliability,152,2023-06-06
2023-06-06 19:02:21,26,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,1,Yes,Always,High shipping costs,Yes,1,Wide product selection,Product quality and accuracy,153,2023-06-06
2023-06-06 19:08:47,29,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,No,1,Competitive prices,Shipping speed and reliability,154,2023-06-06
2023-06-06 19:10:14,46,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,No,Sometimes,Found a better price elsewhere,No,2,Competitive prices,Reducing packaging waste,155,2023-06-06
2023-06-06 19:10:55,24,Male,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,No,5,Wide product selection,Nil,156,2023-06-06
2023-06-06 19:11:13,33,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,No,2,Competitive prices,Reducing packaging waste,157,2023-06-06
2023-06-06 19:11:46,33,Female,Once a week,Beauty and Personal Care;others,No,Few times a week,Filter,First page,5,Maybe,Never,Changed my mind or no longer need the item,No,1,Product recommendations,Shipping speed and reliability,158,2023-06-06
2023-06-06 19:12:54,31,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,No,4,Wide product selection,Shipping speed and reliability,159,2023-06-06
2023-06-06 19:15:48,40,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,2,No,Always,High shipping costs,No,2,Product recommendations,Reducing packaging waste,160,2023-06-06
2023-06-06 19:16:28,37,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,No,4,Product recommendations,Customer service responsiveness,161,2023-06-06
2023-06-06 19:17:17,25,Prefer not to say,Few times a month,Beauty and Personal Care,No,Rarely,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,No,2,User-friendly website/app interface,Product quality and accuracy,162,2023-06-06
2023-06-06 19:18:01,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,No,3,Product recommendations,Customer service responsiveness,163,2023-06-06
2023-06-06 19:18:52,18,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,No,4,Competitive prices,Reducing packaging waste,164,2023-06-06
2023-06-06 19:19:43,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,3,No,Never,others,No,4,Product recommendations,Shipping speed and reliability,165,2023-06-06
2023-06-06 19:20:35,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,1,No,Sometimes,Changed my mind or no longer need the item,No,3,Wide product selection,Product quality and accuracy,166,2023-06-06
2023-06-06 19:21:26,19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,No,2,Wide product selection,Customer service responsiveness,167,2023-06-06
2023-06-06 19:22:31,18,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,others,First page,4,Maybe,Rarely,High shipping costs,Yes,1,Wide product selection,Product quality and accuracy,168,2023-06-06
2023-06-06 19:23:25,17,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Yes,2,Wide product selection,Customer service responsiveness,169,2023-06-06
2023-06-06 19:31:34,27,Female,Once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Yes,2,Wide product selection,Shipping speed and reliability,170,2023-06-06
2023-06-06 19:39:44,23,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,1,No,Often,Changed my mind or no longer need the item,No,2,Wide product selection,Product quality and accuracy,171,2023-06-06
2023-06-06 19:40:11,35,Female,Few times a month,Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Yes,2,Product recommendations,Reducing packaging waste,172,2023-06-06
2023-06-06 19:40:53,57,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,No,1,Product recommendations,Reducing packaging waste,173,2023-06-06
2023-06-06 19:41:36,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,First page,3,No,Rarely,Found a better price elsewhere,Yes,2,Competitive prices,Product quality and accuracy,174,2023-06-06
2023-06-06 19:42:13,26,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,High shipping costs,No,2,Wide product selection,Shipping speed and reliability,175,2023-06-06
2023-06-06 19:42:51,46,Male,Once a week,Beauty and Personal Care,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Yes,2,Competitive prices,Customer service responsiveness,176,2023-06-06
2023-06-06 19:46:27,26,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,others,Yes,2,Competitive prices,Add more familiar brands to the list,177,2023-06-06
2023-06-06 19:54:19,24,Male,Once a month,others,No,Few times a month,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Yes,2,User-friendly website/app interface,Shipping speed and reliability,178,2023-06-06
2023-06-06 20:01:47,26,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Yes,1,User-friendly website/app interface,Shipping speed and reliability,179,2023-06-06
2023-06-06 20:08:19,27,Male,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,5,Maybe,Often,High shipping costs,Yes,2,Wide product selection,Shipping speed and reliability,180,2023-06-06
2023-06-06 20:55:08,22,Female,Few times a month,Beauty and Personal Care,Yes,Multiple times a day,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Yes,3,Competitive prices,Customer service responsiveness,181,2023-06-06
2023-06-06 20:56:17,24,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,No,3,Product recommendations,Customer service responsiveness,182,2023-06-06
2023-06-06 20:57:23,25,Male,Multiple times a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,No,3,Competitive prices,Reducing packaging waste,183,2023-06-06
2023-06-06 21:08:20,22,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a week,others,First page,2,Maybe,Often,Found a better price elsewhere,Yes,3,Product recommendations,Customer service responsiveness,184,2023-06-06
2023-06-06 21:08:39,27,Male,Once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,High shipping costs,Yes,1,User-friendly website/app interface,Shipping speed and reliability,185,2023-06-06
2023-06-06 23:06:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,No,2,Competitive prices,Shipping speed and reliability,186,2023-06-06
2023-06-06 23:28:31,24,Male,Less than once a month,Clothing and Fashion,No,Few times a month,categories,First page,1,Maybe,Sometimes,High shipping costs,No,3,User-friendly website/app interface,Product quality and accuracy,187,2023-06-06
2023-06-07 00:58:28,24,Female,Less than once a month,Beauty and Personal Care,No,Rarely,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,No,3,Competitive prices,Product quality and accuracy,188,2023-06-07
2023-06-07 03:08:03,23,Female,Few times a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,No,4,User-friendly website/app interface,Product quality and accuracy,189,2023-06-07
2023-06-07 06:09:58,23,Male,Once a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Yes,3,Competitive prices,UI,190,2023-06-07
2023-06-07 09:19:23,25,Female,Once a week,Groceries and Gourmet Food,Yes,Multiple times a day,Filter,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,No,3,Product recommendations,Reducing packaging waste,191,2023-06-07
2023-06-07 09:20:34,21,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,categories,First page,5,Maybe,Sometimes,High shipping costs,Yes,3,User-friendly website/app interface,Customer service responsiveness,192,2023-06-07
2023-06-07 09:24:31,36,Female,Few times a month,Groceries and Gourmet Food,No,Few times a month,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Yes,4,Wide product selection,Customer service responsiveness,193,2023-06-07
2023-06-07 09:25:35,23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,No,Often,Found a better price elsewhere,Yes,3,Competitive prices,Customer service responsiveness,194,2023-06-07
2023-06-07 09:27:03,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,No,Rarely,Found a better price elsewhere,Yes,3,Product recommendations,Customer service responsiveness,195,2023-06-07
2023-06-07 09:28:09,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,3,Product recommendations,Customer service responsiveness,196,2023-06-07
2023-06-07 09:32:38,21,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,No,3,Competitive prices,Customer service responsiveness,197,2023-06-07
2023-06-07 10:56:11,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,3,Maybe,Often,High shipping costs,Yes,3,Competitive prices,Product quality and accuracy,198,2023-06-07
2023-06-07 10:57:14,26,Others,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,High shipping costs,Yes,3,User-friendly website/app interface,Product quality and accuracy,199,2023-06-07
2023-06-07 10:58:27,30,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Yes,3,Product recommendations,Customer service responsiveness,200,2023-06-07
2023-06-07 11:41:56,37,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,No,3,Wide product selection,Product quality and accuracy,201,2023-06-07
2023-06-07 11:44:55,26,Female,Once a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,No,3,Competitive prices,Shipping speed and reliability,202,2023-06-07
2023-06-07 11:46:52,46,Female,Once a month,others,Sometimes,Rarely,others,First page,5,Yes,Always,High shipping costs,Yes,1,User-friendly website/app interface,Shipping speed and reliability,203,2023-06-07
2023-06-07 11:47:07,36,Female,Less than once a month,others,No,Rarely,others,Multiple pages,4,No,Never,others,No,4,User-friendly website/app interface,Product quality and accuracy,204,2023-06-07
2023-06-07 11:47:44,40,Female,Less than once a month,Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,No,2,Wide product selection,Customer service responsiveness,205,2023-06-07
2023-06-07 11:47:44,41,Male,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Yes,3,Wide product selection,Shipping speed and reliability,206,2023-06-07
2023-06-07 11:48:25,34,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,2,Wide product selection,Scrolling option would be much better than going to next page,207,2023-06-07
2023-06-07 11:54:03,29,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Yes,3,User-friendly website/app interface,Product quality and accuracy,208,2023-06-07
2023-06-07 12:01:15,35,Male,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,No,3,Product recommendations,Product quality and accuracy,209,2023-06-07
2023-06-07 12:13:39,32,Male,Less than once a month,Clothing and Fashion,No,Rarely,Keyword,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Yes,3,Product recommendations,Reducing packaging waste,210,2023-06-07
2023-06-07 12:23:07,41,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,Filter,Multiple pages,1,Yes,Often,Found a better price elsewhere,No,2,Wide product selection,Product quality and accuracy,211,2023-06-07
2023-06-07 12:27:12,35,Female,Few times a month,Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Yes,2,Wide product selection,Product quality and accuracy,212,2023-06-07
2023-06-07 12:29:31,36,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Yes,1,Competitive prices,Reducing packaging waste,213,2023-06-07
2023-06-07 12:30:22,46,Female,Once a week,others,No,Few times a week,Keyword,Multiple pages,5,Yes,Often,Found a better price elsewhere,No,4,Wide product selection,Customer service responsiveness,214,2023-06-07
2023-06-07 12:36:04,39,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,No,3,Wide product selection,Customer service responsiveness,215,2023-06-07
2023-06-07 12:39:08,48,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Yes,1,Wide product selection,Customer service responsiveness,216,2023-06-07
2023-06-07 12:44:27,25,Male,Few times a month,others,No,Few times a week,Keyword,Multiple pages,5,No,Sometimes,Found a better price elsewhere,No,4,Wide product selection,Customer service responsiveness,217,2023-06-07
2023-06-07 12:50:13,38,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,1,Yes,Rarely,Found a better price elsewhere,No,3,User-friendly website/app interface,Quality of product is very poor according to the big offers,218,2023-06-07
2023-06-07 13:00:08,26,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Maybe,Sometimes,others,No,3,Competitive prices,Product quality and accuracy,219,2023-06-07
2023-06-07 13:00:09,40,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,4,Yes,Sometimes,High shipping costs,Yes,3,User-friendly website/app interface,Product quality and accuracy,220,2023-06-07
2023-06-07 13:04:07,49,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Yes,2,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,221,2023-06-07
2023-06-07 13:05:41,30,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Yes,1,Wide product selection,Product quality and accuracy,222,2023-06-07
2023-06-07 13:25:26,24,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,High shipping costs,No,2,Competitive prices,Customer service responsiveness,223,2023-06-07
2023-06-07 13:33:51,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,No,1,Wide product selection,Shipping speed and reliability,224,2023-06-07
2023-06-07 13:40:37,27,Male,Once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,No,4,User-friendly website/app interface,Product quality and accuracy,225,2023-06-07
2023-06-07 13:49:06,28,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,No,2,Competitive prices,Product quality and accuracy,226,2023-06-07
2023-06-07 14:09:49,23,Male,Less than once a month,others,No,Few times a week,Keyword,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Yes,2,User-friendly website/app interface,Product quality and accuracy,227,2023-06-07
2023-06-07 14:11:50,46,Female,Few times a month,Home and Kitchen,Yes,Few times a week,categories,Multiple pages,1,Yes,Always,Found a better price elsewhere,No,2,Product recommendations,Product quality and accuracy,228,2023-06-07
2023-06-07 14:16:43,27,Male,Less than once a month,others,Sometimes,Rarely,Keyword,First page,2,Maybe,Rarely,others,No,3,Product recommendations,Customer service responsiveness,229,2023-06-07
2023-06-07 14:19:05,20,Female,Once a month,Home and Kitchen,No,Rarely,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Yes,3,Competitive prices,Product quality and accuracy,230,2023-06-07
2023-06-07 14:22:14,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,No,4,User-friendly website/app interface,Shipping speed and reliability,231,2023-06-07
2023-06-07 14:23:02,29,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,2,Wide product selection,Customer service responsiveness,232,2023-06-07
2023-06-07 14:33:56,29,Female,Less than once a month,Clothing and Fashion,Yes,Few times a month,others,First page,1,Maybe,Sometimes,High shipping costs,Yes,3,Wide product selection,Product quality and accuracy,233,2023-06-07
2023-06-07 14:40:30,57,Female,Few times a month,Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,3,User-friendly website/app interface,Customer service responsiveness,234,2023-06-07
2023-06-07 15:13:52,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,No,1,User-friendly website/app interface,Customer service responsiveness,235,2023-06-07
2023-06-07 15:56:01,23,Female,Few times a month,Beauty and Personal Care;others,No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,No,2,Product recommendations,Product quality and accuracy,236,2023-06-07
2023-06-07 15:58:52,15,Male,Once a month,Clothing and Fashion;others,No,Few times a week,Keyword,First page,1,Yes,Sometimes,others,No,2,Wide product selection,Product quality and accuracy,237,2023-06-07
2023-06-07 16:10:33,39,Male,Less than once a month,Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Yes,2,Wide product selection,Product quality and accuracy,238,2023-06-07
2023-06-07 16:46:12,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,No,3,User-friendly website/app interface,Reducing packaging waste,239,2023-06-07
2023-06-07 17:26:20,25,Female,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Yes,3,Competitive prices,Shipping speed and reliability,240,2023-06-07
2023-06-07 17:58:12,37,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Yes,2,Wide product selection,Reducing packaging waste,241,2023-06-07
2023-06-07 18:15:10,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,2,Product recommendations,Reducing packaging waste,242,2023-06-07
